timestamp,symbol,timeframe,open,high,low,close,volume
2025-09-27 12:33:00,NIFTY,1m,18113.009022083545,18113.009022083545,18113.009022083545,18113.009022083545,108
2025-09-27 12:34:00,NIFTY,1m,18122.135959634947,18122.135959634947,18122.135959634947,18122.135959634947,204
2025-09-27 12:35:00,NIFTY,1m,18126.204726209802,18126.204726209802,18126.204726209802,18126.204726209802,754
2025-09-27 12:36:00,NIFTY,1m,18128.527732284336,18128.527732284336,18128.527732284336,18128.527732284336,4
2025-09-27 12:37:00,NIFTY,1m,18118.977942987327,18118.977942987327,18118.977942987327,18118.977942987327,3
2025-09-27 12:38:00,NIFTY,1m,18111.067475538577,18111.067475538577,18111.067475538577,18111.067475538577,630
2025-09-27 12:39:00,NIFTY,1m,18124.682871301204,18124.682871301204,18124.682871301204,18124.682871301204,114
2025-09-27 12:40:00,NIFTY,1m,18115.64771921813,18115.64771921813,18115.64771921813,18115.64771921813,631
2025-09-27 12:41:00,NIFTY,1m,18124.513243138463,18124.513243138463,18124.513243138463,18124.513243138463,130
2025-09-27 12:42:00,NIFTY,1m,18131.692474217245,18131.692474217245,18131.692474217245,18131.692474217245,195
2025-09-27 12:43:00,NIFTY,1m,18135.08610992511,18135.08610992511,18135.08610992511,18135.08610992511,939
2025-09-27 12:44:00,NIFTY,1m,18149.220349272724,18149.220349272724,18149.220349272724,18149.220349272724,390
2025-09-27 12:45:00,NIFTY,1m,18141.8541972383,18141.8541972383,18141.8541972383,18141.8541972383,952
2025-09-27 12:46:00,NIFTY,1m,18137.70926588853,18137.70926588853,18137.70926588853,18137.70926588853,884
2025-09-27 12:47:00,NIFTY,1m,18138.619006000572,18138.619006000572,18138.619006000572,18138.619006000572,200
2025-09-27 12:48:00,NIFTY,1m,18124.4423865191,18124.4423865191,18124.4423865191,18124.4423865191,326
2025-09-27 12:49:00,NIFTY,1m,18109.363231869276,18109.363231869276,18109.363231869276,18109.363231869276,321
2025-09-27 12:50:00,NIFTY,1m,18116.119241849283,18116.119241849283,18116.119241849283,18116.119241849283,467
2025-09-27 12:51:00,NIFTY,1m,18130.218014655402,18130.218014655402,18130.218014655402,18130.218014655402,72
2025-09-27 12:52:00,NIFTY,1m,18112.875697301428,18112.875697301428,18112.875697301428,18112.875697301428,181
2025-09-27 12:53:00,NIFTY,1m,18126.132131848968,18126.132131848968,18126.132131848968,18126.132131848968,835
2025-09-27 12:54:00,NIFTY,1m,18133.835416926948,18133.835416926948,18133.835416926948,18133.835416926948,439
