timestamp,symbol,timeframe,open,high,low,close,volume
2025-09-27 12:32:00,BANKNIFTY,1m,44989.967333564644,44989.967333564644,44989.967333564644,44989.967333564644,802
2025-09-27 12:33:00,BANKNIFTY,1m,44979.0426622271,44979.0426622271,44979.0426622271,44979.0426622271,31
2025-09-27 12:34:00,BANKNIFTY,1m,45017.17601796898,45017.17601796898,45017.17601796898,45017.17601796898,587
2025-09-27 12:35:00,BANKNIFTY,1m,45053.950151936144,45053.950151936144,45053.950151936144,45053.950151936144,579
2025-09-27 12:36:00,BANKNIFTY,1m,45090.87752738234,45090.87752738234,45090.87752738234,45090.87752738234,566
2025-09-27 12:37:00,BANKNIFTY,1m,45127.69174530089,45127.69174530089,45127.69174530089,45127.69174530089,259
2025-09-27 12:38:00,BANKNIFTY,1m,45121.87666630886,45121.87666630886,45121.87666630886,45121.87666630886,183
2025-09-27 12:39:00,BANKNIFTY,1m,45148.89104751846,45148.89104751846,45148.89104751846,45148.89104751846,694
2025-09-27 12:40:00,BANKNIFTY,1m,45133.159574094796,45133.159574094796,45133.159574094796,45133.159574094796,881
2025-09-27 12:41:00,BANKNIFTY,1m,45157.215182809916,45157.215182809916,45157.215182809916,45157.215182809916,24
2025-09-27 12:42:00,BANKNIFTY,1m,45170.407723130375,45170.407723130375,45170.407723130375,45170.407723130375,583
2025-09-27 12:43:00,BANKNIFTY,1m,45189.419501935256,45189.419501935256,45189.419501935256,45189.419501935256,489
2025-09-27 12:44:00,BANKNIFTY,1m,45198.049812258134,45198.049812258134,45198.049812258134,45198.049812258134,954
2025-09-27 12:45:00,BANKNIFTY,1m,45217.05791759145,45217.05791759145,45217.05791759145,45217.05791759145,10
2025-09-27 12:46:00,BANKNIFTY,1m,45246.80936494637,45246.80936494637,45246.80936494637,45246.80936494637,812
2025-09-27 12:47:00,BANKNIFTY,1m,45233.37088112484,45233.37088112484,45233.37088112484,45233.37088112484,13
2025-09-27 12:48:00,BANKNIFTY,1m,45195.66506568444,45195.66506568444,45195.66506568444,45195.66506568444,956
2025-09-27 12:49:00,BANKNIFTY,1m,45176.82363730118,45176.82363730118,45176.82363730118,45176.82363730118,418
2025-09-27 12:50:00,BANKNIFTY,1m,45207.339252480706,45207.339252480706,45207.339252480706,45207.339252480706,544
2025-09-27 12:51:00,BANKNIFTY,1m,45238.36524457099,45238.36524457099,45238.36524457099,45238.36524457099,510
2025-09-27 12:52:00,BANKNIFTY,1m,45205.07627420402,45205.07627420402,45205.07627420402,45205.07627420402,744
2025-09-27 12:53:00,BANKNIFTY,1m,45165.07236891703,45165.07236891703,45165.07236891703,45165.07236891703,916
2025-09-27 12:54:00,BANKNIFTY,1m,45163.86783839387,45163.86783839387,45163.86783839387,45163.86783839387,516
